date,amfi_code,nav
2025-02-10,100010,104.7689
2025-02-11,100010,103.9451
2025-02-12,100010,104.5003
2025-02-13,100010,105.4335
2025-02-14,100010,105.4335
2025-02-15,100010,105.9258
2025-02-16,100010,106.1934
2025-02-17,100010,105.5596
2025-02-18,100010,104.7558
2025-02-19,100010,105.3418
2025-02-20,100010,104.4331
2025-02-21,100010,103.608
2025-02-22,100010,102.7429
2025-02-23,100010,103.1033
2025-02-24,100010,103.6301
2025-02-25,100010,104.4745
2025-02-26,100010,103.5602
2025-02-27,100010,103.2119
2025-02-28,100010,103.1937
2025-03-01,100010,103.4774
2025-03-02,100010,103.4774
2025-03-03,100010,104.4623
2025-03-04,100010,105.1513
2025-03-05,100010,104.5969
2025-03-06,100010,104.4752
2025-03-07,100010,105.4203
2025-03-08,100010,105.5611
2025-03-09,100010,105.5611
2025-03-10,100010,105.5745
2025-03-11,100010,104.776
2025-03-12,100010,104.776
2025-03-13,100010,105.6822
2025-03-14,100010,106.6033
2025-03-15,100010,107.5025
2025-03-16,100010,106.7935
2025-03-17,100010,107.0849
2025-03-18,100010,107.0849
2025-03-19,100010,107.4993
2025-03-20,100010,107.7911
2025-03-21,100010,108.5664
2025-03-22,100010,107.7752
2025-03-23,100010,107.5134
2025-03-24,100010,108.2531
2025-03-25,100010,108.8988
2025-03-26,100010,109.7543
2025-03-27,100010,108.7918
2025-03-28,100010,108.8199
2025-03-29,100010,109.0695
2025-03-30,100010,108.672
2025-03-31,100010,109.0967
2025-01-01,100011,41.4541
2025-01-02,100011,41.4541
2025-01-03,100011,42.218
2025-01-04,100011,42.2188
2025-01-05,100011,42.6697
2025-01-06,100011,42.7377
2025-01-07,100011,41.8078
2025-01-08,100011,42.093
2025-01-09,100011,42.9311
2025-01-10,100011,42.7059
2025-01-11,100011,42.2339
2025-01-12,100011,41.8296
2025-01-13,100011,42.6029
2025-01-14,100011,42.8895
2025-01-15,100011,43.1807
2025-01-16,100011,43.5063
2025-01-17,100011,42.6039
2025-01-18,100011,42.2391
2025-01-19,100011,41.259
2025-01-20,100011,41.2456
2025-01-21,100011,41.2456
2025-01-22,100011,41.2456
2025-01-23,100011,40.8247
2025-01-24,100011,40.7883
2025-01-25,100011,40.7883
2025-01-26,100011,41.4424
2025-01-27,100011,40.6874
2025-01-28,100011,39.6967
2025-01-29,100011,39.915
2025-01-30,100011,39.6362
2025-01-31,100011,39.1941
2025-02-01,100011,39.6867
2025-02-02,100011,40.4742
2025-02-03,100011,39.688
2025-02-04,100011,39.688
2025-02-05,100011,40.465
2025-02-06,100011,40.2142
2025-02-07,100011,40.688
2025-02-08,100011,40.4121
2025-02-09,100011,40.9239
2025-02-10,100011,41.4218
2025-02-11,100011,41.5783
2025-02-12,100011,41.5667
2025-02-13,100011,41.2589
2025-02-14,100011,41.0615
2025-02-15,100011,40.3602
2025-02-16,100011,39.5942
2025-02-17,100011,39.1555
2025-02-18,100011,38.6297
2025-02-19,100011,39.2793
2025-02-20,100011,38.5738
2025-02-21,100011,38.2198
2025-02-22,100011,39.118
2025-02-23,100011,39.7281
2025-02-24,100011,39.5634
2025-02-25,100011,40.1748
2025-02-26,100011,40.1893
2025-02-27,100011,40.5077
2025-02-28,100011,39.7593
2025-03-01,100011,39.7123
2025-03-02,100011,39.2349
2025-03-03,100011,39.2349
2025-03-04,100011,39.035
2025-03-05,100011,38.6351
2025-03-06,100011,38.3249
2025-03-07,100011,37.9517
2025-03-08,100011,37.9517
2025-03-09,100011,37.8226
2025-03-10,100011,38.7634
2025-03-11,100011,39.3022
2025-03-12,100011,38.9006
2025-03-13,100011,38.4829
2025-03-14,100011,38.82
2025-03-15,100011,38.82
2025-03-16,100011,38.7311
2025-03-17,100011,38.3263
2025-03-18,100011,37.7222
2025-03-19,100011,38.7031
2025-03-20,100011,39.3224
2025-03-21,100011,40.024
2025-03-22,100011,39.5303
2025-03-23,100011,40.4705
2025-03-24,100011,39.7743
2025-03-25,100011,40.1544
2025-03-26,100011,39.3593
2025-03-27,100011,40.1757
2025-03-28,100011,40.3244
2025-03-29,100011,39.9736
2025-03-30,100011,40.3606
2025-03-31,100011,41.1223
2025-01-01,100012,129.5222
2025-01-02,100012,129.8608
2025-01-03,100012,129.0047
2025-01-04,100012,129.3395
2025-01-05,100012,129.3395
2025-01-06,100012,128.8768
2025-01-07,100012,129.2538
2025-01-08,100012,129.2538
2025-01-09,100012,129.2538
2025-01-10,100012,129.2538
2025-01-11,100012,128.5243
2025-01-12,100012,128.0434
2025-01-13,100012,128.0434
2025-01-14,100012,128.0737
2025-01-15,100012,129.0613
2025-01-16,100012,129.2125
2025-01-17,100012,129.5573
2025-01-18,100012,129.4128
2025-01-19,100012,130.3275
2025-01-20,100012,129.9533
2025-01-21,100012,130.0494
2025-01-22,100012,130.7632
2025-01-23,100012,130.1295
2025-01-24,100012,130.5519
2025-01-25,100012,131.0748
2025-01-26,100012,130.9892
2025-01-27,100012,130.2912
2025-01-28,100012,130.9021
2025-01-29,100012,131.4499
2025-01-30,100012,130.4509
2025-01-31,100012,129.9985
2025-02-01,100012,129.0376
2025-02-02,100012,128.626
2025-02-03,100012,128.311
2025-02-04,100012,128.311
2025-02-05,100012,127.8384
2025-02-06,100012,127.5337
2025-02-07,100012,127.5337
2025-02-08,100012,128.4733
2025-02-09,100012,128.4215
2025-02-10,100012,129.2935
2025-02-11,100012,129.2568
2025-02-12,100012,129.2568
2025-02-13,100012,129.3687
2025-02-14,100012,130.1325
2025-02-15,100012,130.1325
2025-02-16,100012,129.5568
2025-02-17,100012,128.5975
2025-02-18,100012,128.9913
2025-02-19,100012,128.9913
2025-02-20,100012,129.1053
2025-02-21,100012,129.4751
2025-02-22,100012,128.6089
2025-02-23,100012,128.2586
2025-02-24,100012,128.2586
2025-02-25,100012,128.1729
2025-02-26,100012,129.0127
2025-02-27,100012,128.474
2025-02-28,100012,128.4887
2025-03-01,100012,129.2537
2025-03-02,100012,130.0583
2025-03-03,100012,129.3357
2025-03-04,100012,129.5677
2025-03-05,100012,129.5677
2025-03-06,100012,129.3541
2025-03-07,100012,128.3792
2025-03-08,100012,129.0891
2025-03-09,100012,129.0891
2025-03-10,100012,128.5998
2025-03-11,100012,129.5403
2025-03-12,100012,128.7999
2025-03-13,100012,128.9356
2025-03-14,100012,129.0006
2025-03-15,100012,128.7655
2025-03-16,100012,129.5403
2025-03-17,100012,130.385
2025-03-18,100012,131.2668
2025-03-19,100012,131.6246
2025-03-20,100012,131.7447
2025-03-21,100012,131.059
2025-03-22,100012,131.2524
2025-03-23,100012,131.7155
2025-03-24,100012,131.7155
2025-03-25,100012,130.9205
2025-03-26,100012,131.5822
2025-03-27,100012,132.1126
2025-03-28,100012,132.7299
2025-03-29,100012,133.1054
2025-03-30,100012,133.1054
2025-03-31,100012,132.8989
2025-01-01,100013,108.2567
2025-01-02,100013,108.0374
2025-01-03,100013,108.1835
2025-01-04,100013,108.3251
2025-01-05,100013,108.3251
2025-01-06,100013,108.3251
2025-01-07,100013,108.7054
2025-01-08,100013,109.4143
2025-01-09,100013,108.6518
2025-01-10,100013,108.4243
2025-01-11,100013,108.9392
2025-01-12,100013,109.2365
2025-01-13,100013,109.2894
2025-01-14,100013,109.218
2025-01-15,100013,109.404
2025-01-16,100013,109.404
2025-01-17,100013,108.8373
2025-01-18,100013,108.2159
2025-01-19,100013,108.2159
2025-01-20,100013,109.1825
2025-01-21,100013,108.7124
2025-01-22,100013,108.7603
2025-01-23,100013,109.7364
2025-01-24,100013,109.2756
2025-01-25,100013,109.2756
2025-01-26,100013,108.97
2025-01-27,100013,108.6278
2025-01-28,100013,108.7021
2025-01-29,100013,108.1064
2025-01-30,100013,108.5736
2025-01-31,100013,107.7949
2025-02-01,100013,107.7949
2025-02-02,100013,107.7949
2025-02-03,100013,108.2313
2025-02-04,100013,108.658
2025-02-05,100013,109.3629
2025-02-06,100013,110.0638
2025-02-07,100013,110.6154
2025-02-08,100013,110.066
2025-02-09,100013,110.5725
2025-02-10,100013,110.4326
2025-02-11,100013,110.9031
2025-02-12,100013,110.81
2025-02-13,100013,110.3878
2025-02-14,100013,109.5538
2025-02-15,100013,108.7936
2025-02-16,100013,108.6048
2025-02-17,100013,108.9687
2025-02-18,100013,108.9687
2025-02-19,100013,108.4911
2025-02-20,100013,108.2776
2025-02-21,100013,108.7831
2025-02-22,100013,108.0167
2025-02-23,100013,108.5784
2025-02-24,100013,109.0571
2025-02-25,100013,109.4104
2025-02-26,100013,109.0505
2025-02-27,100013,108.1741
2025-02-28,100013,107.7439
2025-03-01,100013,107.6359
2025-03-02,100013,107.2728
2025-03-03,100013,107.6209
2025-03-04,100013,107.8404
2025-03-05,100013,107.1773
2025-03-06,100013,107.3264
2025-03-07,100013,106.6029
2025-03-08,100013,106.9743
2025-03-09,100013,106.9743
2025-03-10,100013,107.7927
2025-03-11,100013,108.779
2025-03-12,100013,107.938
2025-03-13,100013,107.938
2025-03-14,100013,107.108
2025-03-15,100013,106.3357
2025-03-16,100013,106.7569
2025-03-17,100013,107.2221
2025-03-18,100013,107.2221
2025-03-19,100013,107.7678
2025-03-20,100013,107.7678
2025-03-21,100013,107.2011
2025-03-22,100013,107.2212
2025-03-23,100013,106.667
2025-03-24,100013,106.533
2025-03-25,100013,107.4361
2025-03-26,100013,107.4361
2025-03-27,100013,107.4361
2025-03-28,100013,106.9194
2025-03-29,100013,107.8917
2025-03-30,100013,107.2633
2025-03-31,100013,107.5453
2025-01-01,100014,113.3681
2025-01-02,100014,114.2819
2025-01-03,100014,114.2819
2025-01-04,100014,115.2059
2025-01-05,100014,116.0695
2025-01-06,100014,116.0695
2025-01-07,100014,115.7231
2025-01-08,100014,115.0028
2025-01-09,100014,114.6509
2025-01-10,100014,113.7822
2025-01-11,100014,113.1978
2025-01-12,100014,113.2796
2025-01-13,100014,112.7121
2025-01-14,100014,112.0793
2025-01-15,100014,113.0775
2025-01-16,100014,113.0775
2025-01-17,100014,113.8272
2025-01-18,100014,113.7615
2025-01-19,100014,113.745
2025-01-20,100014,113.8781
2025-01-21,100014,114.5541
2025-01-22,100014,114.5541
2025-01-23,100014,114.8196
2025-01-24,100014,115.6204
2025-01-25,100014,115.1683
2025-01-26,100014,115.0918
2025-01-27,100014,114.7662
2025-01-28,100014,114.9233
2025-01-29,100014,114.3352
2025-01-30,100014,114.3352
2025-01-31,100014,114.3352
2025-02-01,100014,114.4422
2025-02-02,100014,115.2185
2025-02-03,100014,116.0241
2025-02-04,100014,116.0241
2025-02-05,100014,116.0241
2025-02-06,100014,116.5203
2025-02-07,100014,116.3119
2025-02-08,100014,116.1154
2025-02-09,100014,116.7175
2025-02-10,100014,117.0995
2025-02-11,100014,117.8669
2025-02-12,100014,117.6126
2025-02-13,100014,118.496
2025-02-14,100014,118.496
2025-02-15,100014,118.2668
2025-02-16,100014,117.5373
2025-02-17,100014,117.526
2025-02-18,100014,117.5287
2025-02-19,100014,118.3215
2025-02-20,100014,119.0271
2025-02-21,100014,119.4459
2025-02-22,100014,118.4574
2025-02-23,100014,118.4574
2025-02-24,100014,117.5925
2025-02-25,100014,117.3517
2025-02-26,100014,117.3517
2025-02-27,100014,116.818
2025-02-28,100014,117.6561
2025-03-01,100014,117.0905
2025-03-02,100014,116.4841
2025-03-03,100014,116.4687
2025-03-04,100014,116.4687
2025-03-05,100014,116.3427
2025-03-06,100014,115.628
2025-03-07,100014,116.3248
2025-03-08,100014,115.8855
2025-03-09,100014,115.6832
2025-03-10,100014,115.8713
2025-03-11,100014,116.4503
2025-03-12,100014,116.4503
2025-03-13,100014,116.0887
2025-03-14,100014,116.2914
2025-03-15,100014,116.2914
2025-03-16,100014,116.3335
2025-03-17,100014,116.3971
2025-03-18,100014,117.0535
2025-03-19,100014,116.6404
2025-03-20,100014,116.9228
2025-03-21,100014,116.459
2025-03-22,100014,117.3112
2025-03-23,100014,117.873
2025-03-24,100014,117.873
2025-03-25,100014,117.873
2025-03-26,100014,117.946
2025-03-27,100014,117.946
2025-03-28,100014,117.946
2025-03-29,100014,117.0158
2025-03-30,100014,118.0
2025-03-31,100014,117.4658
2025-01-01,100015,112.5613
2025-01-02,100015,112.5499
2025-01-03,100015,113.5112
2025-01-04,100015,113.3949
2025-01-05,100015,113.3949
2025-01-06,100015,112.5035
2025-01-07,100015,111.8901
2025-01-08,100015,111.8901
2025-01-09,100015,112.1974
2025-01-10,100015,112.5122
2025-01-11,100015,112.8501
2025-01-12,100015,113.2365
2025-01-13,100015,112.8781
2025-01-14,100015,112.6306
2025-01-15,100015,113.2363
2025-01-16,100015,112.3915
2025-01-17,100015,111.6692
2025-01-18,100015,111.781
2025-01-19,100015,111.4452
2025-01-20,100015,111.7318
2025-01-21,100015,112.2241
2025-01-22,100015,111.9872
2025-01-23,100015,111.1679
2025-01-24,100015,111.5511
2025-01-25,100015,111.5511
2025-01-26,100015,111.6319
2025-01-27,100015,111.692
2025-01-28,100015,112.5391
2025-01-29,100015,111.6286
2025-01-30,100015,111.1119
2025-01-31,100015,111.9587
2025-02-01,100015,111.9587
2025-02-02,100015,112.1652
2025-02-03,100015,111.9501
2025-02-04,100015,112.1771
2025-02-05,100015,112.1771
2025-02-06,100015,113.0002
2025-02-07,100015,112.7995
2025-02-08,100015,112.532
2025-02-09,100015,112.1565
2025-02-10,100015,112.7124
2025-02-11,100015,112.7124
2025-02-12,100015,112.6639
2025-02-13,100015,112.4172
2025-02-14,100015,111.4242
2025-02-15,100015,111.5483
2025-02-16,100015,110.8069
2025-02-17,100015,111.7004
2025-02-18,100015,112.6358
2025-02-19,100015,112.008
2025-02-20,100015,112.7247
2025-02-21,100015,113.5732
2025-02-22,100015,114.0152
2025-02-23,100015,114.1063
2025-02-24,100015,114.1845
2025-02-25,100015,114.1196
2025-02-26,100015,114.5065
2025-02-27,100015,113.7469
2025-02-28,100015,114.248
2025-03-01,100015,114.1653
2025-03-02,100015,114.3195
2025-03-03,100015,113.7046
2025-03-04,100015,113.9012
2025-03-05,100015,114.3914
2025-03-06,100015,114.348
2025-03-07,100015,114.348
2025-03-08,100015,114.3429
2025-03-09,100015,114.3429
2025-03-10,100015,113.5963
2025-03-11,100015,114.1986
2025-03-12,100015,114.9046
2025-03-13,100015,114.0119
2025-03-14,100015,114.0119
2025-03-15,100015,114.0086
2025-03-16,100015,113.6422
2025-03-17,100015,112.9951
2025-03-18,100015,112.9951
2025-03-19,100015,112.1188
2025-03-20,100015,112.0119
2025-03-21,100015,111.8669
2025-03-22,100015,111.1847
2025-03-23,100015,111.8388
2025-03-24,100015,112.8134
2025-03-25,100015,113.3711
2025-03-26,100015,112.9383
2025-03-27,100015,113.668
2025-03-28,100015,113.668
2025-03-29,100015,114.1137
2025-03-30,100015,113.6997
2025-03-31,100015,112.7954
2025-01-01,100016,140.4934
2025-01-02,100016,139.7667
2025-01-03,100016,138.8641
2025-01-04,100016,138.5607
2025-01-05,100016,138.5754
2025-01-06,100016,138.4896
2025-01-07,100016,138.8735
2025-01-08,100016,139.0035
2025-01-09,100016,139.7305
2025-01-10,100016,139.5743
2025-01-11,100016,140.4428
2025-01-12,100016,140.5849
2025-01-13,100016,140.5849
2025-01-14,100016,140.4345
2025-01-15,100016,140.0624
2025-01-16,100016,140.0624
2025-01-17,100016,141.0493
2025-01-18,100016,141.9417
2025-01-19,100016,141.8519
2025-01-20,100016,141.1542
2025-01-21,100016,141.1542
2025-01-22,100016,140.7537
2025-01-23,100016,140.7537
2025-01-24,100016,140.0758
2025-01-25,100016,140.0758
2025-01-26,100016,139.2159
2025-01-27,100016,138.2713
2025-01-28,100016,137.6227
2025-01-29,100016,137.6227
2025-01-30,100016,138.5432
2025-01-31,100016,139.3768
2025-02-01,100016,139.7465
2025-02-02,100016,139.6199
2025-02-03,100016,140.0121
2025-02-04,100016,140.5901
2025-02-05,100016,141.4044
2025-02-06,100016,141.4044
2025-02-07,100016,141.1206
2025-02-08,100016,140.6691
2025-02-09,100016,140.1736
2025-02-10,100016,140.1736
2025-02-11,100016,140.1973
2025-02-12,100016,140.1207
2025-02-13,100016,139.5707
2025-02-14,100016,138.8333
2025-02-15,100016,139.1384
2025-02-16,100016,138.1542
2025-02-17,100016,137.4504
2025-02-18,100016,136.7602
2025-02-19,100016,136.3658
2025-02-20,100016,136.3658
2025-02-21,100016,135.7838
2025-02-22,100016,135.8388
2025-02-23,100016,136.723
2025-02-24,100016,137.5688
2025-02-25,100016,136.5764
2025-02-26,100016,135.6876
2025-02-27,100016,134.9751
2025-02-28,100016,135.9459
2025-03-01,100016,135.0156
2025-03-02,100016,135.0156
2025-03-03,100016,135.5501
2025-03-04,100016,135.2597
2025-03-05,100016,135.2597
2025-03-06,100016,135.011
2025-03-07,100016,134.9608
2025-03-08,100016,135.6014
2025-03-09,100016,136.4402
2025-03-10,100016,136.4402
2025-03-11,100016,135.8942
2025-03-12,100016,136.6745
2025-03-13,100016,137.2923
2025-03-14,100016,137.7338
2025-03-15,100016,138.2435
2025-03-16,100016,139.0015
2025-03-17,100016,139.1762
2025-03-18,100016,139.1762
2025-03-19,100016,138.6473
2025-03-20,100016,138.6473
2025-03-21,100016,139.2853
2025-03-22,100016,138.8984
2025-03-23,100016,138.7297
2025-03-24,100016,138.7297
2025-03-25,100016,138.817
2025-03-26,100016,138.1898
2025-03-27,100016,137.2417
2025-03-28,100016,137.2557
2025-03-29,100016,137.2557
2025-03-30,100016,137.6759
2025-03-31,100016,138.6175
2025-01-02,100017,88.3704
2025-01-03,100017,88.8244
2025-01-04,100017,88.8244
2025-01-05,100017,88.1814
2025-01-06,100017,88.6125
2025-01-07,100017,88.6125
2025-01-08,100017,88.3399
2025-01-09,100017,87.5929
2025-01-10,100017,87.576
2025-01-11,100017,87.2437
2025-01-12,100017,88.2012
2025-01-13,100017,89.1152
2025-01-14,100017,89.7653
2025-01-15,100017,89.7609
2025-01-16,100017,88.9832
2025-01-17,100017,88.9832
2025-01-18,100017,88.5506
2025-01-19,100017,89.3832
2025-01-20,100017,89.5437
2025-01-21,100017,89.5437
2025-01-22,100017,89.3136
2025-01-23,100017,90.1576
2025-01-24,100017,91.0322
2025-01-25,100017,91.0322
2025-01-26,100017,91.0322
2025-01-27,100017,91.6042
2025-01-28,100017,92.1047
2025-01-29,100017,92.3843
2025-01-30,100017,92.4655
2025-01-31,100017,92.7801
2025-02-01,100017,91.8438
2025-02-02,100017,90.8671
2025-02-03,100017,90.8671
2025-02-04,100017,90.8671
2025-02-05,100017,90.7615
2025-02-06,100017,90.6552
2025-02-07,100017,91.6046
2025-02-08,100017,91.5175
2025-02-09,100017,92.0358
2025-02-10,100017,91.294
2025-02-11,100017,91.1764
2025-02-12,100017,91.6889
2025-02-13,100017,91.6889
2025-02-14,100017,92.5586
2025-02-15,100017,92.5586
2025-02-16,100017,92.9286
2025-02-17,100017,93.2496
2025-02-18,100017,94.0757
2025-02-19,100017,93.0782
2025-02-20,100017,93.0782
2025-02-21,100017,92.2321
2025-02-22,100017,93.1453
2025-02-23,100017,93.4206
2025-02-24,100017,92.6184
2025-02-25,100017,91.8117
2025-02-26,100017,91.8346
2025-02-27,100017,91.8346
2025-02-28,100017,91.8346
2025-03-01,100017,91.9522
2025-03-02,100017,92.7071
2025-03-03,100017,91.7083
2025-03-04,100017,91.6655
2025-03-05,100017,92.3813
2025-03-06,100017,91.4347
2025-03-07,100017,92.1613
2025-03-08,100017,92.9592
2025-03-09,100017,92.9592
2025-03-10,100017,92.9434
2025-03-11,100017,92.9434
2025-03-12,100017,93.7509
2025-03-13,100017,94.6394
2025-03-14,100017,94.7064
2025-03-15,100017,95.2859
2025-03-16,100017,95.4014
2025-03-17,100017,96.1289
2025-03-18,100017,97.0327
2025-03-19,100017,97.2348
2025-03-20,100017,97.8063
2025-03-21,100017,97.2438
2025-03-22,100017,96.3023
2025-03-23,100017,96.4446
2025-03-24,100017,96.4446
2025-03-25,100017,96.3726
2025-03-26,100017,95.9833
2025-03-27,100017,96.4998
2025-03-28,100017,96.4998
2025-03-29,100017,96.0314
2025-03-30,100017,95.6276
2025-01-01,100018,128.7116
2025-01-02,100018,128.2798
2025-01-03,100018,128.3986
2025-01-04,100018,127.666
2025-01-05,100018,128.3515
2025-01-06,100018,128.2048
2025-01-07,100018,127.7172
2025-01-08,100018,126.7539
2025-01-09,100018,127.4836
2025-01-10,100018,127.8182
2025-01-11,100018,128.184
2025-01-12,100018,127.7428
2025-01-13,100018,127.7428
2025-01-14,100018,128.6718
2025-01-15,100018,129.5507
2025-01-16,100018,129.9568
2025-01-17,100018,128.9706
2025-01-18,100018,129.2557
2025-01-19,100018,130.1493
2025-01-20,100018,130.1219
2025-01-21,100018,129.2014
2025-01-22,100018,128.7494
2025-01-23,100018,129.36
2025-01-24,100018,128.5138
2025-01-25,100018,128.8009
2025-01-26,100018,128.8009
2025-01-27,100018,127.8968
2025-01-28,100018,128.6251
2025-01-29,100018,129.5816
2025-01-30,100018,129.9582
2025-01-31,100018,129.0833
2025-02-01,100018,129.4467
2025-02-02,100018,128.8817
2025-02-03,100018,129.1359
2025-02-04,100018,128.6806
2025-02-05,100018,129.6386
2025-02-06,100018,130.5886
2025-02-07,100018,130.4451
2025-02-08,100018,130.7321
2025-02-09,100018,130.1671
2025-02-10,100018,130.2107
2025-02-11,100018,130.0341
2025-02-12,100018,129.3838
2025-02-13,100018,128.6563
2025-02-14,100018,128.2604
2025-02-15,100018,127.4947
2025-02-16,100018,127.2893
2025-02-17,100018,127.2893
2025-02-18,100018,128.0648
2025-02-19,100018,128.7748
2025-02-20,100018,128.0052
2025-02-21,100018,127.8721
2025-02-22,100018,126.9314
2025-02-23,100018,126.4851
2025-02-24,100018,126.3851
2025-02-25,100018,125.8608
2025-02-26,100018,125.8608
2025-02-27,100018,126.4962
2025-02-28,100018,126.4527
2025-03-01,100018,126.133
2025-03-02,100018,126.4907
2025-03-03,100018,126.4907
2025-03-04,100018,126.9464
2025-03-05,100018,126.9811
2025-03-06,100018,126.1333
2025-03-07,100018,126.7557
2025-03-08,100018,126.1129
2025-03-09,100018,126.6862
2025-03-10,100018,126.8673
2025-03-11,100018,126.5326
2025-03-12,100018,127.5059
2025-03-13,100018,128.451
2025-03-14,100018,128.2662
2025-03-15,100018,129.1806
2025-03-16,100018,129.0522
2025-03-17,100018,129.8665
2025-03-18,100018,129.8665
2025-03-19,100018,129.7315
2025-03-20,100018,130.249
2025-03-21,100018,130.8292
2025-03-22,100018,130.7329
2025-03-23,100018,129.9835
2025-03-24,100018,129.3541
2025-03-25,100018,128.6956
2025-03-26,100018,128.1337
2025-03-27,100018,127.7416
2025-03-28,100018,128.3198
2025-03-29,100018,129.1635
2025-03-30,100018,129.5853
2025-03-31,100018,129.8648
2025-01-01,100019,24.5418
2025-01-02,100019,24.4978
2025-01-03,100019,24.0957
2025-01-04,100019,24.0957
2025-01-05,100019,24.5175
2025-01-06,100019,24.5175
2025-01-07,100019,25.4318
2025-01-08,100019,24.8174
2025-01-09,100019,25.2946
2025-01-10,100019,24.3098
2025-01-11,100019,24.8811
2025-01-12,100019,24.9407
2025-01-13,100019,24.6131
2025-01-14,100019,23.6686
2025-01-15,100019,23.7282
2025-01-16,100019,23.0012
2025-01-17,100019,23.7446
2025-01-18,100019,23.5244
2025-01-19,100019,23.2595
2025-01-20,100019,24.016
2025-01-21,100019,24.9597
2025-01-22,100019,25.8351
2025-01-23,100019,26.5995
2025-01-24,100019,26.4276
2025-01-25,100019,26.3603
2025-01-26,100019,27.1206
2025-01-27,100019,26.2311
2025-01-28,100019,25.8417
2025-01-29,100019,25.6381
2025-01-30,100019,26.1501
2025-01-31,100019,25.6915
2025-02-01,100019,25.6915
2025-02-02,100019,24.8587
2025-02-03,100019,24.9767
2025-02-04,100019,24.9767
2025-02-05,100019,25.8517
2025-02-06,100019,24.9271
2025-02-07,100019,25.5774
2025-02-08,100019,26.4449
2025-02-09,100019,26.4449
2025-02-10,100019,26.5534
2025-02-11,100019,26.5534
2025-02-12,100019,26.2131
2025-02-13,100019,25.9253
2025-02-14,100019,26.0138
2025-02-15,100019,26.943
2025-02-16,100019,26.8099
2025-02-17,100019,27.1075
2025-02-18,100019,27.9613
2025-02-19,100019,27.5323
2025-02-20,100019,27.7851
2025-02-21,100019,28.4776
2025-02-22,100019,27.5992
2025-02-23,100019,27.8142
2025-02-24,100019,28.0995
2025-02-25,100019,28.6283
2025-02-26,100019,29.4157
2025-02-27,100019,29.4157
2025-02-28,100019,30.3672
2025-03-01,100019,30.3672
2025-03-02,100019,31.1869
2025-03-03,100019,30.5426
2025-03-04,100019,31.3794
2025-03-05,100019,30.5131
2025-03-06,100019,30.5131
2025-03-07,100019,30.5133
2025-03-08,100019,30.3651
2025-03-09,100019,31.0403
2025-03-10,100019,31.0893
2025-03-11,100019,32.0642
2025-03-12,100019,31.4079
2025-03-13,100019,31.4079
2025-03-14,100019,31.4079
2025-03-15,100019,31.1056
2025-03-16,100019,30.4905
2025-03-17,100019,30.8272
2025-03-18,100019,30.8272
2025-03-19,100019,31.3853
2025-03-20,100019,31.7793
2025-03-21,100019,31.3357
2025-03-22,100019,31.4022
2025-03-23,100019,32.3163
2025-03-24,100019,31.7086
2025-03-25,100019,31.9351
2025-03-26,100019,31.9207
2025-03-27,100019,32.7294
2025-03-28,100019,32.5741
2025-03-29,100019,33.4758
2025-03-30,100019,33.4758
2025-03-31,100019,33.1874
2025-01-01,100020,83.0058
2025-01-02,100020,83.1303
2025-01-03,100020,83.6757
2025-01-04,100020,83.3367
2025-01-05,100020,83.976
2025-01-06,100020,83.5285
2025-01-07,100020,84.0881
2025-01-08,100020,83.5589
2025-01-09,100020,83.2524
2025-01-10,100020,83.1018
2025-01-11,100020,83.1018
2025-01-12,100020,83.6084
2025-01-13,100020,83.6084
2025-01-14,100020,83.6084
2025-01-15,100020,83.3561
2025-01-16,100020,83.3561
2025-01-17,100020,83.4687
2025-01-18,100020,82.6684
2025-01-19,100020,82.7287
2025-01-20,100020,82.6284
2025-01-21,100020,83.0433
2025-01-22,100020,83.0433
2025-01-23,100020,83.0433
2025-01-24,100020,82.3554
2025-01-25,100020,82.3554
2025-01-26,100020,82.0405
2025-01-27,100020,82.7066
2025-01-28,100020,82.6217
2025-01-29,100020,82.6226
2025-01-30,100020,82.4579
2025-01-31,100020,82.4579
2025-02-01,100020,82.6989
2025-02-02,100020,82.7208
2025-02-03,100020,82.2983
2025-02-04,100020,82.813
2025-02-05,100020,82.4184
2025-02-06,100020,82.4184
2025-02-07,100020,82.7317
2025-02-08,100020,83.4119
2025-02-09,100020,84.3508
2025-02-10,100020,85.2729
2025-02-11,100020,85.1175
2025-02-12,100020,84.3846
2025-02-13,100020,85.0958
2025-02-14,100020,85.4232
2025-02-15,100020,86.2865
2025-02-16,100020,86.344
2025-02-17,100020,85.9125
2025-02-18,100020,86.7208
2025-02-19,100020,86.0527
2025-02-20,100020,85.7027
2025-02-21,100020,86.6834
2025-02-22,100020,86.6834
2025-02-23,100020,86.6834
2025-02-24,100020,86.6834
2025-02-25,100020,86.6834
2025-02-26,100020,86.1635
2025-02-27,100020,86.4766
2025-02-28,100020,86.0159
2025-03-01,100020,86.0159
2025-03-02,100020,85.3559
2025-03-03,100020,86.3555
2025-03-04,100020,86.4908
2025-03-05,100020,86.4152
2025-03-06,100020,87.2752
2025-03-07,100020,86.3894
2025-03-08,100020,85.8298
2025-03-09,100020,85.1737
2025-03-10,100020,86.097
2025-03-11,100020,86.097
2025-03-12,100020,86.097
2025-03-13,100020,86.097
2025-03-14,100020,85.8856
2025-03-15,100020,86.884
2025-03-16,100020,85.9695
2025-03-17,100020,85.9695
2025-03-18,100020,86.5667
2025-03-19,100020,85.9119
2025-03-20,100020,85.8949
