transaction_id,investor_id,amfi_code,transaction_date,transaction_type,amount,units,state,kyc_status
376,10032,100034,2025-03-19,LUMPSUM,12517.62,275.831,DL,Verified
377,10076,100017,2025-03-03,SIP,44328.01,207.896,WB,Y
378,10146,100009,2025-03-22,LUMPSUM,97194.27,270.069,WB,N
379,10102,100007,2025-01-16,LUMPSUM,25853.24,203.68,MH,Verified
380,10118,100036,2025-03-14,LUMPSUM,52688.75,285.04,TN,Verified
381,10181,100000,2025-01-01,REDEMPTION,70999.9,145.892,KA,Y
382,10048,100033,2025-02-27,SIP,26420.27,446.149,KA,Verified
383,10122,100005,2025-06-02,LUMPSUM,81603.56,408.333,TS,Verified
384,10153,100015,2025-11-03,SIP,60149.75,106.922,KA,Pending
385,10056,100000,2025-02-21,SIP,29621.9,103.201,KA,Verified
386,10109,100035,2025-08-01,REDEMPTION,97690.07,476.447,MH,Y
387,10140,100001,2025-02-15,REDEMPTION,36475.99,348.212,TS,Y
388,10161,100016,2025-05-01,SIP,95508.44,426.185,KA,Y
389,10070,100011,2025-02-13,SIP,28233.5,357.524,KA,Pending
390,10107,100037,2025-02-03,REDEMPTION,87948.01,233.947,KA,Verified
391,10083,100015,2025-03-19,SIP,19680.41,328.27,GJ,Verified
392,10167,100033,2025-01-18,LUMPSUM,77457.49,286.225,WB,Pending
393,10112,100026,2025-02-22,LUMPSUM,56101.48,6.428,KA,Y
394,10089,100006,2025-02-26,LUMPSUM,27240.85,472.126,GJ,N
395,10097,100022,2025-06-02,SIP,40348.39,48.163,GJ,N
396,10160,100015,2025-01-25,SIP,60711.72,272.836,TS,Y
397,10025,100026,2025-05-03,SIP,98614.18,254.627,KA,Pending
398,10007,100006,2025-02-01,REDEMPTION,81337.91,108.508,TN,Failed
399,10129,100004,2025-03-29,REDEMPTION,89384.02,358.549,TS,Y
400,10023,100027,2025-11-03,LUMPSUM,82661.34,74.077,WB,Y
401,10041,100021,2025-03-16,REDEMPTION,31209.51,184.052,WB,N
402,10087,100016,2025-11-03,LUMPSUM,59883.93,218.888,GJ,Y
403,10120,100011,2025-03-14,SIP,312.24,336.545,DL,Failed
404,10194,100030,2025-03-24,LUMPSUM,64423.17,12.913,WB,Failed
405,10064,100016,2025-12-01,LUMPSUM,62672.92,466.157,KA,N
406,10104,100039,2025-03-28,SIP,66941.97,111.095,DL,N
407,,100017,2025-01-20,LUMPSUM,52155.55,100.524,KA,Verified
408,10199,100011,2025-07-02,LUMPSUM,19961.8,47.096,WB,Verified
409,10098,100033,2025-03-01,REDEMPTION,10788.5,84.728,WB,Pending
410,10098,100007,2025-03-16,LUMPSUM,5229.35,259.039,TS,Verified
411,10126,100015,2025-12-02,SIP,15431.86,32.306,TS,Y
412,10012,100006,2025-03-16,REDEMPTION,4471.7,35.104,MH,Verified
413,10112,100037,2025-01-27,SIP,31685.57,35.225,MH,N
414,10095,100019,2025-06-03,SIP,65170.24,33.575,DL,N
415,10013,100011,2025-02-13,REDEMPTION,82963.39,38.627,WB,Pending
416,10080,100008,2025-11-03,SIP,44886.37,278.286,WB,Y
417,10058,100007,2025-02-27,LUMPSUM,50739.24,14.626,TN,Verified
418,10017,100012,2025-02-23,LUMPSUM,32205.91,470.204,TS,N
419,10018,100033,2025-02-15,LUMPSUM,1387.65,69.108,GJ,N
420,10005,100022,2025-01-14,SIP,21827.7,478.288,MH,N
421,10178,100019,2025-03-17,REDEMPTION,14150.75,287.616,KA,Y
422,10156,100014,2025-02-15,LUMPSUM,21776.97,63.591,KA,Verified
423,10080,100031,2025-11-03,LUMPSUM,85612.58,372.098,TS,Verified
424,10051,100009,2025-03-24,SIP,34854.12,291.057,GJ,Pending
425,10108,100002,2025-07-02,SIP,61657.17,141.89,TN,Verified
426,,100004,2025-01-24,REDEMPTION,12959.28,154.375,DL,N
427,10032,100027,2025-02-22,SIP,91491.78,439.408,GJ,Failed
428,10043,100034,2025-03-23,LUMPSUM,99146.96,470.639,MH,N
429,10109,100013,2025-03-03,SIP,17508.23,370.439,DL,N
430,10187,100013,2025-05-01,SIP,59666.72,494.064,MH,Verified
431,10135,100029,2025-03-26,LUMPSUM,83878.33,94.914,MH,N
432,10149,100001,2025-01-28,REDEMPTION,62766.89,138.927,MH,Failed
433,10016,100005,2025-03-28,REDEMPTION,45088.62,6.778,MH,N
434,10077,100038,2025-01-18,SIP,5824.94,185.227,KA,N
435,10129,100028,2025-02-25,LUMPSUM,82108.77,248.781,TN,Pending
436,10143,100033,2025-01-29,SIP,48420.75,425.995,DL,Failed
437,10093,100030,2025-01-26,SIP,82795.05,364.724,DL,N
438,10127,100036,2025-01-21,SIP,23996.31,332.592,MH,Verified
439,10078,100038,2025-02-22,SIP,75303.04,304.373,KA,Verified
440,10073,100026,2025-03-30,REDEMPTION,99520.13,323.469,KA,Failed
441,10067,100024,2025-01-21,SIP,20383.38,314.915,DL,Failed
442,10046,100037,2025-02-18,REDEMPTION,81517.45,196.04,TS,Verified
443,,100022,2025-01-30,REDEMPTION,37733.18,251.348,GJ,Y
444,10076,100021,2025-09-02,LUMPSUM,55937.95,179.524,TS,Pending
445,10180,100039,2025-03-18,LUMPSUM,68473.01,437.338,KA,Verified
446,10049,100010,2025-03-22,REDEMPTION,48861.7,435.131,KA,Y
447,10192,100026,2025-03-13,REDEMPTION,11085.79,179.342,KA,N
448,10061,100025,2025-03-15,REDEMPTION,61813.99,36.981,KA,N
449,10103,100000,2025-01-31,REDEMPTION,89755.49,130.508,TS,Pending
450,10009,100021,2025-06-03,SIP,60224.62,247.602,TN,Verified
451,,100022,2025-02-20,REDEMPTION,46305.38,14.79,DL,Pending
452,10057,100003,2025-02-19,REDEMPTION,5039.7,221.392,KA,N
453,10042,100009,2025-02-22,SIP,90098.88,167.996,KA,Pending
454,10169,100007,2025-02-26,SIP,49477.92,408.844,TS,Y
455,,100004,2025-01-31,LUMPSUM,91401.67,264.413,GJ,Verified
456,10028,100015,2025-03-30,LUMPSUM,77718.92,441.797,MH,N
457,10071,100002,2025-05-01,SIP,33137.18,230.579,KA,Verified
458,10199,100020,2025-01-23,LUMPSUM,42689.35,441.834,KA,N
459,10028,100000,2025-01-13,LUMPSUM,70358.39,121.965,WB,N
460,10174,100021,2025-02-14,SIP,5695.66,126.069,KA,Pending
461,10075,100002,2025-03-20,REDEMPTION,47965.67,203.728,DL,N
462,10138,100009,2025-01-22,SIP,24753.68,157.33,MH,Pending
463,10049,100005,2025-06-01,REDEMPTION,33317.27,383.562,KA,Failed
464,10142,100003,2025-03-13,SIP,37212.46,165.36,KA,Verified
465,10148,100021,2025-02-22,SIP,53732.24,225.778,KA,Y
466,10141,100000,2025-03-01,LUMPSUM,87529.86,129.716,TN,Y
467,10144,100035,2025-02-15,REDEMPTION,50695.07,358.886,KA,Y
468,,100011,2025-03-24,REDEMPTION,54905.03,481.37,TS,Y
469,10188,100034,2025-02-17,SIP,54200.17,440.723,TS,Pending
470,10144,100022,2025-03-31,LUMPSUM,28072.31,440.731,TN,Y
471,10120,100034,2025-08-02,SIP,44137.93,457.473,WB,Failed
472,10120,100013,2025-03-13,LUMPSUM,11010.74,311.149,DL,Verified
473,10101,100023,2025-01-19,REDEMPTION,15001.98,489.635,GJ,Failed
474,10107,100036,2025-01-20,SIP,92352.58,443.128,KA,Verified
475,10062,100028,2025-02-16,LUMPSUM,68828.7,163.82,GJ,Failed
476,10166,100015,2025-08-01,LUMPSUM,39942.14,487.404,TS,Y
477,10177,100004,2025-01-13,REDEMPTION,88771.4,255.941,KA,Pending
478,10189,100009,2025-03-28,SIP,48390.16,84.979,TS,Pending
479,10009,100016,2025-11-01,REDEMPTION,4357.65,366.696,DL,Y
480,10164,100012,2025-07-01,REDEMPTION,65071.72,458.236,TS,Verified
481,10085,100026,2025-12-01,REDEMPTION,42161.73,452.539,TS,N
482,,100008,2025-01-28,LUMPSUM,75555.86,389.202,GJ,N
483,10041,100016,2025-01-13,LUMPSUM,35845.21,2.521,GJ,Failed
484,10067,100021,2025-10-02,REDEMPTION,3108.93,393.191,WB,N
485,10009,100008,2025-07-02,SIP,18658.55,400.184,WB,Failed
486,10067,100004,2025-01-01,LUMPSUM,76195.06,68.816,GJ,Verified
487,10117,100028,2025-11-02,REDEMPTION,74390.95,190.311,GJ,Y
488,10144,100005,2025-03-02,LUMPSUM,99973.69,447.942,KA,Verified
489,10142,100011,2025-01-20,SIP,32152.37,216.937,KA,Y
490,10035,100025,2025-06-02,REDEMPTION,56750.62,98.829,MH,Failed
491,10187,100022,2025-02-14,REDEMPTION,61560.89,72.089,KA,Failed
492,10161,100027,2025-12-02,REDEMPTION,40681.43,324.039,WB,Failed
493,10163,100012,2025-01-15,SIP,48327.73,86.175,TN,Y
494,10001,100037,2025-08-01,SIP,51666.3,368.921,WB,Failed
495,10010,100029,2025-06-03,LUMPSUM,68708.22,51.923,KA,Verified
496,,100016,2025-01-16,LUMPSUM,62509.5,386.818,KA,Y
497,10080,100012,2025-09-03,LUMPSUM,68736.07,156.824,KA,Pending
498,10084,100014,2025-01-28,LUMPSUM,54061.63,112.155,TS,N
499,10133,100000,2025-03-21,REDEMPTION,77339.76,98.521,MH,Y
500,10150,100006,2025-07-01,REDEMPTION,87934.69,484.49,TN,Y
501,10037,100021,2025-02-03,SIP,19210.33,278.707,GJ,Verified
502,10012,100013,2025-02-16,SIP,5290.27,258.478,KA,Y
503,10015,100020,2025-02-19,REDEMPTION,39572.11,122.606,TN,Y
504,10159,100005,2025-11-01,SIP,37823.65,15.116,KA,Verified
505,10150,100037,2025-02-22,SIP,3587.2,435.977,TS,Verified
506,10020,100008,2025-02-28,LUMPSUM,97859.32,7.858,TS,Failed
507,10174,100031,2025-02-27,REDEMPTION,77195.91,466.745,TS,Verified
508,10061,100012,2025-01-24,SIP,86694.87,5.272,MH,Verified
509,10043,100030,2025-03-14,LUMPSUM,87611.53,419.813,KA,Pending
510,10149,100028,2025-03-24,LUMPSUM,93516.12,232.971,WB,N
511,10051,100010,2025-01-31,REDEMPTION,64671.88,189.077,MH,Failed
512,10170,100012,2025-12-02,SIP,73309.9,224.932,KA,N
513,10039,100005,2025-03-19,REDEMPTION,95145.3,266.507,WB,Verified
514,10147,100009,2025-05-01,REDEMPTION,52383.43,27.714,WB,Pending
515,10018,100017,2025-06-01,LUMPSUM,22678.66,53.741,GJ,N
516,10149,100027,2025-04-02,SIP,75434.05,93.855,MH,Failed
517,10128,100028,2025-01-20,REDEMPTION,34999.73,184.88,MH,Pending
518,10068,100002,2025-08-03,LUMPSUM,85929.33,1.529,KA,Pending
519,10126,100011,2025-03-14,REDEMPTION,70700.0,234.866,KA,Y
520,10023,100008,2025-03-30,REDEMPTION,98083.3,495.234,TS,N
521,10117,100006,2025-02-03,SIP,73652.99,15.285,TS,Y
522,10121,100014,2025-09-01,SIP,71861.55,356.277,KA,N
523,10119,100037,2025-01-17,SIP,45164.81,344.28,GJ,Failed
524,,100025,2025-10-02,LUMPSUM,52540.96,328.306,KA,Failed
525,10074,100026,2025-03-23,SIP,42554.7,317.124,GJ,Pending
526,10075,100034,2025-09-01,SIP,84543.58,443.519,KA,Failed
527,10088,100009,2025-04-03,LUMPSUM,508.35,100.137,KA,N
528,,100019,2025-07-03,REDEMPTION,54752.95,80.148,WB,Pending
529,10145,100033,2025-01-15,REDEMPTION,3222.57,163.572,DL,Failed
530,10009,100025,2025-02-23,LUMPSUM,71790.43,289.505,MH,Pending
531,10107,100021,2025-02-18,REDEMPTION,98906.9,437.455,KA,Y
532,,100002,2025-01-22,REDEMPTION,43854.29,24.679,TN,Verified
533,10125,100011,2025-03-28,SIP,64786.6,294.278,WB,Pending
534,10069,100036,2025-06-02,SIP,35588.62,349.429,TS,Verified
535,10015,100024,2025-01-18,SIP,38417.63,122.275,KA,Failed
536,10169,100021,2025-03-26,REDEMPTION,12194.01,45.457,DL,Pending
537,10007,100001,2025-04-01,LUMPSUM,11502.02,388.742,DL,Failed
538,10020,100001,2025-07-01,SIP,7134.3,462.452,MH,Failed
539,10015,100007,2025-03-27,SIP,17048.04,334.573,TN,Failed
540,10089,100026,2025-02-03,SIP,52062.51,58.556,KA,Verified
541,10054,100025,2025-08-02,LUMPSUM,79634.6,489.82,DL,Verified
542,10061,100026,2025-01-27,LUMPSUM,85250.32,438.057,TN,Verified
543,10081,100017,2025-02-27,REDEMPTION,34223.64,496.552,GJ,Pending
544,10165,100005,2025-01-02,SIP,78531.47,161.354,KA,Verified
545,10168,100007,2025-01-19,LUMPSUM,97217.76,6.592,TS,Verified
546,10096,100020,2025-03-02,LUMPSUM,37162.39,73.162,WB,Verified
547,10026,100008,2025-06-03,SIP,94310.83,364.573,MH,Verified
548,10143,100021,2025-10-01,REDEMPTION,87000.66,259.756,TS,Failed
549,10050,100030,2025-01-30,SIP,29515.76,300.611,DL,Failed
550,10019,100005,2025-07-03,LUMPSUM,78363.87,391.069,MH,Verified
551,10116,100007,2025-01-17,SIP,36386.41,476.21,KA,N
552,10193,100028,2025-03-18,LUMPSUM,93865.46,53.586,TS,Y
553,10197,100015,2025-03-15,SIP,71526.99,283.439,KA,Y
554,10010,100023,2025-03-21,LUMPSUM,48249.94,373.822,DL,Pending
555,10161,100014,2025-03-16,REDEMPTION,23450.79,178.572,MH,Y
556,10008,100030,2025-03-13,SIP,34245.72,398.187,MH,Verified
557,10082,100025,2025-01-24,SIP,21414.92,339.519,GJ,Failed
558,10140,100016,2025-03-21,REDEMPTION,47624.46,177.34,MH,Y
559,10083,100011,2025-03-26,SIP,51663.22,234.012,WB,Y
560,10198,100011,2025-02-16,REDEMPTION,14319.25,168.324,WB,Failed
561,10042,100036,2025-03-22,LUMPSUM,55628.86,464.457,GJ,Verified
562,10012,100024,2025-02-25,SIP,12671.51,108.735,GJ,Y
563,10065,100003,2025-03-17,LUMPSUM,67135.72,358.635,KA,Y
564,10040,100006,2025-01-24,REDEMPTION,97253.73,398.042,DL,Y
565,10063,100002,2025-03-15,SIP,49850.66,150.706,WB,Pending
566,10025,100033,2025-02-21,LUMPSUM,5971.53,27.949,TN,Failed
567,10038,100024,2025-03-25,SIP,30925.69,312.64,TS,Failed
568,10028,100026,2025-01-30,LUMPSUM,15050.55,78.845,DL,Verified
569,10134,100032,2025-02-28,LUMPSUM,87009.82,130.751,TN,Y
570,10172,100033,2025-01-02,REDEMPTION,70308.21,178.321,KA,Failed
571,10155,100015,2025-01-19,LUMPSUM,49969.15,177.743,MH,Pending
572,10021,100021,2025-05-03,SIP,5074.94,394.601,MH,Failed
573,10006,100025,2025-03-02,SIP,60997.25,475.035,DL,N
574,10057,100023,2025-03-17,LUMPSUM,17682.9,431.88,GJ,Y
575,10113,100002,2025-05-03,SIP,28689.57,195.203,TN,Y
576,10114,100028,2025-02-26,SIP,20490.75,96.557,TN,Failed
577,10068,100032,2025-02-16,LUMPSUM,21713.03,102.048,DL,Failed
578,10122,100024,2025-02-01,SIP,93306.39,149.262,KA,N
579,10033,100029,2025-09-02,LUMPSUM,51181.48,485.423,MH,Failed
580,10186,100028,2025-09-01,REDEMPTION,31785.63,471.489,MH,Y
581,10085,100006,2025-01-27,LUMPSUM,94996.04,444.28,GJ,Verified
582,10032,100008,2025-05-02,REDEMPTION,80813.74,204.77,WB,Failed
583,10153,100037,2025-10-01,SIP,84799.05,326.27,WB,Verified
584,10182,100002,2025-03-14,LUMPSUM,66210.62,35.91,MH,Y
585,10166,100000,2025-04-02,LUMPSUM,75259.19,181.975,GJ,Verified
586,,100007,2025-01-01,REDEMPTION,90005.16,181.534,GJ,N
587,10156,100017,2025-11-01,REDEMPTION,77317.82,258.714,TS,N
588,10042,100003,2025-03-16,SIP,60485.06,96.383,MH,Failed
589,10102,100015,2025-08-02,REDEMPTION,77381.36,162.699,TN,Verified
590,10080,100036,2025-02-15,REDEMPTION,79620.52,348.413,KA,Pending
591,10136,100023,2025-03-22,SIP,64356.92,304.819,TS,Pending
592,10070,100011,2025-09-01,SIP,68571.15,55.94,TN,N
593,,100034,2025-01-24,LUMPSUM,95554.68,305.079,GJ,N
594,10158,100003,2025-03-18,REDEMPTION,82508.63,431.096,MH,N
595,10048,100004,2025-01-22,REDEMPTION,79988.42,434.099,KA,Pending
596,10013,100036,2025-02-21,LUMPSUM,36801.82,86.984,WB,Failed
597,10002,100035,2025-02-16,SIP,23951.25,53.224,KA,Verified
598,10192,100018,2025-03-17,SIP,42473.34,338.861,GJ,Verified
599,10185,100017,2025-01-20,SIP,63262.77,49.497,GJ,Pending
600,10158,100019,2025-05-01,LUMPSUM,39749.96,103.737,KA,Pending
601,10029,100006,2025-12-02,LUMPSUM,39646.81,278.008,TN,N
602,10042,100024,2025-01-17,SIP,81858.63,394.591,WB,Y
603,10005,100033,2025-03-01,REDEMPTION,97366.8,72.848,KA,Pending
604,10116,100013,2025-03-18,REDEMPTION,43493.7,24.636,MH,Y
605,10150,100024,2025-02-01,LUMPSUM,78241.93,274.185,GJ,Y
606,10033,100012,2025-07-03,REDEMPTION,680.7,47.019,KA,Y
607,10112,100026,2025-01-29,REDEMPTION,8248.8,316.255,KA,Pending
608,10049,100018,2025-02-26,SIP,59580.91,364.489,TN,N
609,10037,100025,2025-02-14,LUMPSUM,83819.06,300.766,GJ,Verified
610,10188,100018,2025-01-20,LUMPSUM,57674.36,114.366,DL,Failed
611,10097,100027,2025-02-02,REDEMPTION,83686.78,52.66,KA,Verified
612,10009,100023,2025-04-02,SIP,57460.67,480.831,GJ,N
613,10015,100010,2025-01-19,SIP,53646.18,268.128,WB,N
614,10099,100021,2025-12-01,LUMPSUM,18371.8,52.048,TS,Failed
615,10154,100008,2025-02-20,LUMPSUM,28901.34,445.308,DL,Failed
616,10097,100016,2025-02-28,REDEMPTION,84660.93,45.063,TN,Y
617,10125,100032,2025-04-03,SIP,68271.22,280.749,KA,N
618,10125,100034,2025-09-02,SIP,63098.7,55.983,TS,Y
619,10159,100010,2025-03-18,SIP,58821.2,185.298,DL,Verified
620,10175,100036,2025-01-02,LUMPSUM,83455.99,407.579,GJ,Failed
621,10166,100017,2025-12-02,SIP,30994.05,413.73,MH,Failed
622,10042,100018,2025-11-02,LUMPSUM,34441.3,454.953,WB,N
623,10080,100021,2025-03-24,REDEMPTION,24975.79,94.942,DL,Y
624,10139,100016,2025-08-03,REDEMPTION,16106.63,79.298,TS,Y
625,10138,100031,2025-08-01,REDEMPTION,99009.47,99.301,TN,Verified
626,10112,100008,2025-01-23,LUMPSUM,5241.37,321.324,TS,Verified
627,10160,100015,2025-04-03,REDEMPTION,18689.87,461.57,KA,Verified
628,10194,100020,2025-08-03,REDEMPTION,62972.54,33.009,WB,Y
629,10080,100023,2025-02-13,LUMPSUM,54003.94,337.753,KA,Y
630,10127,100027,2025-01-16,REDEMPTION,11080.77,189.096,TS,Pending
631,10124,100002,2025-02-25,SIP,85013.6,47.856,KA,Failed
632,,100009,2025-03-27,LUMPSUM,76773.11,45.978,TN,Pending
633,10016,100011,2025-10-03,SIP,90600.04,382.158,TN,Verified
634,,100006,2025-02-28,REDEMPTION,73554.79,448.352,KA,Y
635,10170,100013,2025-01-13,SIP,92907.83,25.63,KA,Y
636,10156,100001,2025-01-26,SIP,33280.78,162.984,GJ,Verified
637,10165,100018,2025-02-24,SIP,64249.9,424.731,WB,Pending
638,10030,100028,2025-02-21,REDEMPTION,93316.17,385.363,DL,Failed
639,10120,100013,2025-02-20,LUMPSUM,16551.38,85.813,DL,N
640,10099,100012,2025-02-20,SIP,66402.74,305.925,GJ,Failed
641,10083,100036,2025-07-02,REDEMPTION,5950.87,458.22,KA,Y
642,10046,100009,2025-06-03,REDEMPTION,64506.68,385.225,WB,Failed
643,10146,100002,2025-02-21,LUMPSUM,98387.3,373.315,DL,Pending
644,,100010,2025-01-14,LUMPSUM,62736.58,253.915,WB,Failed
645,10153,100032,2025-02-13,LUMPSUM,98719.11,370.767,KA,Y
646,10156,100037,2025-02-24,SIP,21523.86,440.728,MH,N
647,10040,100011,2025-03-19,REDEMPTION,9123.5,34.895,MH,N
648,10099,100029,2025-01-30,SIP,13574.43,338.909,DL,N
649,10026,100009,2025-07-01,LUMPSUM,18227.14,499.431,DL,Verified
650,,100036,2025-04-02,SIP,17191.66,133.902,WB,N
651,10112,100007,2025-01-01,SIP,33312.45,192.941,MH,Pending
652,10031,100014,2025-01-28,LUMPSUM,92793.22,330.394,DL,N
653,10167,100017,2025-01-30,REDEMPTION,459.1,460.587,KA,Verified
654,,100038,2025-02-20,REDEMPTION,50462.23,169.113,KA,Y
655,10136,100031,2025-03-20,LUMPSUM,56622.18,3.938,KA,Pending
656,10139,100025,2025-02-18,REDEMPTION,33972.32,264.684,WB,N
657,10027,100026,2025-02-18,REDEMPTION,6656.64,334.673,WB,Y
658,10093,100013,2025-01-23,REDEMPTION,48783.31,488.246,MH,Y
659,10069,100004,2025-02-15,SIP,69097.85,82.473,WB,Pending
660,10059,100036,2025-03-22,LUMPSUM,81377.5,118.958,KA,Verified
661,10062,100028,2025-03-01,REDEMPTION,44200.15,494.431,KA,N
662,10065,100000,2025-03-19,REDEMPTION,45623.61,444.666,GJ,Verified
663,10106,100019,2025-05-03,LUMPSUM,2430.75,345.213,WB,N
664,,100012,2025-03-28,LUMPSUM,75591.3,213.332,WB,Verified
665,10056,100008,2025-11-02,LUMPSUM,585.63,420.251,KA,Failed
666,10182,100016,2025-09-03,LUMPSUM,28889.59,24.83,KA,Y
667,10107,100015,2025-01-31,LUMPSUM,95166.98,166.777,WB,Failed
668,10079,100026,2025-03-31,SIP,57738.39,318.065,TS,Verified
669,10138,100034,2025-01-26,SIP,47929.35,439.288,MH,Verified
670,10107,100016,2025-02-16,REDEMPTION,85399.78,269.802,WB,Failed
671,10086,100011,2025-12-02,REDEMPTION,42245.74,27.498,TN,Failed
672,10182,100006,2025-02-24,REDEMPTION,11437.28,31.127,KA,Y
673,10076,100020,2025-03-16,REDEMPTION,89996.11,281.802,GJ,N
674,10062,100020,2025-01-30,LUMPSUM,36515.62,341.974,WB,Pending
675,10139,100001,2025-03-17,SIP,49342.87,242.558,TS,N
676,10014,100034,2025-02-26,LUMPSUM,59781.99,64.522,WB,Y
677,10108,100005,2025-11-02,LUMPSUM,68504.11,130.86,GJ,Failed
678,10090,100009,2025-02-02,REDEMPTION,74946.73,333.997,KA,Verified
679,,100006,2025-10-03,REDEMPTION,62047.82,181.716,TN,Pending
680,10095,100029,2025-03-18,SIP,99972.43,384.45,TN,N
681,10116,100022,2025-01-30,SIP,83444.99,458.417,KA,Y
682,10168,100038,2025-10-01,SIP,93567.2,322.481,MH,N
683,10048,100020,2025-03-15,REDEMPTION,7472.65,487.725,TS,Pending
684,10148,100000,2025-02-01,LUMPSUM,92738.15,337.963,MH,Failed
685,10189,100037,2025-03-22,LUMPSUM,42277.04,449.627,GJ,Verified
686,10094,100001,2025-01-16,LUMPSUM,55671.83,405.625,GJ,Failed
687,10191,100022,2025-06-01,LUMPSUM,80772.45,487.422,TN,Failed
688,,100036,2025-07-01,REDEMPTION,82672.27,168.398,TN,Verified
689,10189,100038,2025-02-25,SIP,41785.54,84.797,TN,Failed
690,10087,100028,2025-01-27,SIP,55039.88,485.505,TN,Y
691,10173,100003,2025-08-02,SIP,83894.7,114.884,TN,Pending
692,10030,100006,2025-03-31,REDEMPTION,39202.46,53.724,DL,N
693,10144,100027,2025-01-21,SIP,52547.16,19.396,KA,Failed
694,10127,100010,2025-01-30,REDEMPTION,3588.02,440.507,WB,Verified
695,10045,100034,2025-03-14,LUMPSUM,67721.85,38.139,MH,Verified
696,10005,100021,2025-05-03,LUMPSUM,87832.53,230.624,DL,Pending
697,10164,100016,2025-01-19,REDEMPTION,81560.18,461.831,DL,Failed
698,10168,100038,2025-03-26,REDEMPTION,76574.18,221.51,GJ,Pending
699,,100012,2025-08-03,LUMPSUM,69605.31,240.197,GJ,Failed
700,10069,100027,2025-02-14,LUMPSUM,46614.39,192.684,TS,Pending
701,10148,100035,2025-05-03,REDEMPTION,27998.92,300.403,DL,Failed
702,,100006,2025-08-01,LUMPSUM,39798.41,220.475,TN,Y
703,10056,100009,2025-06-02,SIP,99056.46,380.804,TN,Failed
704,10036,100025,2025-12-01,LUMPSUM,15034.72,133.36,KA,Failed
705,10180,100038,2025-01-15,REDEMPTION,24431.23,71.873,MH,Failed
706,10165,100013,2025-03-29,REDEMPTION,60322.23,448.991,TS,Pending
707,10072,100003,2025-03-15,LUMPSUM,12995.41,327.14,GJ,Pending
708,10031,100010,2025-02-20,REDEMPTION,77223.36,340.572,DL,Failed
709,10151,100030,2025-03-24,REDEMPTION,89035.26,22.661,WB,N
710,10044,100022,2025-02-24,SIP,15171.09,36.159,DL,Pending
711,10074,100036,2025-01-15,REDEMPTION,85825.06,421.523,MH,Verified
712,10068,100011,2025-07-03,SIP,38212.95,232.294,KA,Failed
713,10187,100016,2025-02-22,LUMPSUM,14837.4,410.259,KA,Y
714,10110,100004,2025-02-28,LUMPSUM,93085.27,224.435,WB,N
715,10097,100027,2025-02-14,REDEMPTION,79557.33,21.341,TN,Failed
716,10054,100021,2025-03-27,SIP,82862.29,335.84,TS,Pending
717,10087,100010,2025-01-15,LUMPSUM,54672.37,418.212,GJ,Pending
718,10167,100013,2025-01-23,REDEMPTION,32343.33,55.122,KA,Failed
719,10012,100033,2025-03-21,REDEMPTION,38738.61,352.424,KA,N
720,10086,100004,2025-02-15,REDEMPTION,14241.38,378.694,TS,Verified
721,10018,100036,2025-02-22,SIP,2289.33,114.985,TN,Y
722,10062,100027,2025-03-15,SIP,82764.69,467.463,TN,Pending
723,10048,100035,2025-02-01,REDEMPTION,47108.82,310.095,DL,Verified
724,10116,100012,2025-03-20,LUMPSUM,48954.39,44.05,KA,N
725,10101,100012,2025-02-18,REDEMPTION,17415.89,203.356,KA,Verified
726,10013,100030,2025-02-24,LUMPSUM,98577.2,189.122,MH,N
727,10090,100024,2025-03-22,LUMPSUM,37566.78,395.597,KA,Y
728,10179,100033,2025-01-20,REDEMPTION,75489.69,26.716,MH,Failed
729,10149,100037,2025-01-15,REDEMPTION,72086.2,52.363,TN,Verified
730,10072,100000,2025-02-19,LUMPSUM,86227.13,13.234,KA,N
731,10060,100004,2025-01-28,LUMPSUM,95242.71,238.596,TN,Pending
732,10063,100028,2025-02-26,REDEMPTION,74357.22,160.922,MH,Y
733,10121,100037,2025-03-23,LUMPSUM,78541.46,450.191,DL,Y
734,10163,100019,2025-07-01,REDEMPTION,76851.74,123.425,TN,Failed
735,10100,100038,2025-03-02,SIP,3815.42,181.332,GJ,Failed
736,10131,100019,2025-01-23,SIP,94720.48,323.115,GJ,Failed
737,10161,100007,2025-12-03,SIP,87276.35,257.741,MH,Pending
738,10150,100012,2025-05-01,LUMPSUM,15781.4,229.625,KA,Pending
739,10169,100010,2025-09-02,LUMPSUM,53669.72,117.982,WB,Verified
740,10034,100001,2025-12-02,SIP,35504.71,470.26,KA,Pending
741,10073,100020,2025-10-03,REDEMPTION,49196.08,98.348,DL,N
742,10077,100014,2025-02-21,SIP,28591.55,221.227,TN,Verified
743,10139,100033,2025-02-27,LUMPSUM,59780.96,377.567,WB,Verified
744,10109,100002,2025-02-17,LUMPSUM,50836.0,32.302,WB,Verified
745,10071,100033,2025-03-18,LUMPSUM,81134.06,0.271,KA,Verified
746,10111,100027,2025-05-03,SIP,39168.11,482.663,KA,Y
747,10032,100020,2025-02-25,LUMPSUM,43107.03,217.621,WB,Pending
748,10145,100022,2025-03-24,LUMPSUM,64354.71,49.541,WB,Y
749,10062,100006,2025-01-14,REDEMPTION,56566.75,41.611,TS,N
750,10173,100003,2025-01-30,LUMPSUM,38529.81,21.041,KA,N
751,10072,100009,2025-10-01,SIP,12523.79,421.817,KA,N
